32,abba,positive,1
162,ability,positive,1
322,abovementioned,positive,1
442,absolute,positive,1
452,absolution,positive,1
462,absorbed,positive,1
572,abundance,positive,1
582,abundant,positive,1
642,academic,positive,1
652,academy,positive,1
722,acceptable,positive,1
732,acceptance,positive,1
752,accessible,positive,1
812,accolade,positive,1
832,accommodation,positive,1
842,accompaniment,positive,1
882,accomplish,positive,1
892,accomplished,positive,1
902,accomplishment,positive,1
912,accord,positive,1
952,accountability,positive,1
962,accountable,positive,1
1002,accredited,positive,1
1032,accueil,positive,1
1072,accurate,positive,1
1152,ace,positive,1
1182,achieve,positive,1
1192,achievement,positive,1
1252,acknowledgment,positive,1
1332,acquire,positive,1
1342,acquiring,positive,1
1392,acrobat,positive,1
1422,action,positive,1
1472,actual,positive,1
1502,acuity,positive,1
1512,acumen,positive,1
1562,adapt,positive,1
1572,adaptable,positive,1
1682,addresses,positive,1
1692,adept,positive,1
1702,adequacy,positive,1
1882,adjunct,positive,1
1952,admirable,positive,1
1962,admiral,positive,1
1982,admiration,positive,1
1992,admire,positive,1
2002,admirer,positive,1
2022,admissible,positive,1
2162,adorable,positive,1
2172,adoration,positive,1
2182,adore,positive,1
2252,advance,positive,1
2262,advanced,positive,1
2272,advancement,positive,1
2292,advantage,positive,1
2302,advantageous,positive,1
2312,advent,positive,1
2322,adventure,positive,1
2342,adventurous,positive,1
2412,advisable,positive,1
2422,advise,positive,1
2452,adviser,positive,1
2462,advocacy,positive,1
2552,aesthetic,positive,1
2562,aesthetics,positive,1
2592,affable,positive,1
2622,affection,positive,1
2662,affiliated,positive,1
2692,affirm,positive,1
2702,affirmation,positive,1
2712,affirmative,positive,1
2722,affirmatively,positive,1
2772,affluence,positive,1
2782,affluent,positive,1
2792,afford,positive,1
2922,aga,positive,1
3082,agile,positive,1
3092,agility,positive,1
3162,agree,positive,1
3172,agreeable,positive,1
3182,agreed,positive,1
3192,agreeing,positive,1
3202,agreement,positive,1
3222,agriculture,positive,1
3252,ahead,positive,1
3262,aid,positive,1
3272,aiding,positive,1
3462,alabaster,positive,1
3562,alertness,positive,1
3712,alimentation,positive,1
3742,alive,positive,1
3772,allay,positive,1
3812,allegiance,positive,1
3842,allegro,positive,1
3852,alleviate,positive,1
3862,alleviation,positive,1
3892,allied,positive,1
3952,allowable,positive,1
3992,allure,positive,1
4002,alluring,positive,1
4032,ally,positive,1
4052,almighty,positive,1
4072,aloha,positive,1
4312,amazingly,positive,1
4322,ambassador,positive,1
4382,ambition,positive,1
4422,ameliorate,positive,1
4432,amen,positive,1
4442,amenable,positive,1
4452,amend,positive,1
4472,amends,positive,1
4482,amenity,positive,1
4502,amiable,positive,1
4512,amicable,positive,1
4572,amnesty,positive,1
4612,amour,positive,1
4732,amuse,positive,1
4742,amused,positive,1
4752,amusement,positive,1
4762,amusing,positive,1
4872,analyst,positive,1
5012,anchor,positive,1
5022,anchorage,positive,1
5082,angel,positive,1
5092,angelic,positive,1
5202,animate,positive,1
5212,animated,positive,1
5672,antibiotics,positive,1
5712,antidote,positive,1
5722,antifungal,positive,1
5772,antique,positive,1
5792,antiseptic,positive,1
5992,aplomb,positive,1
6012,apologetic,positive,1
6032,apologize,positive,1
6042,apology,positive,1
6072,apostle,positive,1
6252,applause,positive,1
6412,appreciation,positive,1
6492,approbation,positive,1
6512,approval,positive,1
6522,approve,positive,1
6532,approving,positive,1
6602,apt,positive,1
6612,aptitude,positive,1
6792,archaeology,positive,1
6912,ardent,positive,1
6922,ardor,positive,1
7042,aristocracy,positive,1
7062,aristocratic,positive,1
7142,armed,positive,1
7152,armor,positive,1
7202,aroma,positive,1
7222,arouse,positive,1
7272,array,positive,1
7382,art,positive,1
7452,articulate,positive,1
7462,articulation,positive,1
7492,artisan,positive,1
7512,artiste,positive,1
7522,artistic,positive,1
7552,ascendancy,positive,1
7572,ascent,positive,1
7702,aspiration,positive,1
7712,aspire,positive,1
7722,aspiring,positive,1
7842,assembly,positive,1
7852,assent,positive,1
7872,asserting,positive,1
7922,assets,positive,1
7992,assist,positive,1
8002,assistance,positive,1
8022,associate,positive,1
8062,assuage,positive,1
8102,assurance,positive,1
8122,assured,positive,1
8172,astonishingly,positive,1
8182,astonishment,positive,1
8222,astrologer,positive,1
8242,astronaut,positive,1
8252,astronomer,positive,1
8272,astute,positive,1
8382,athlete,positive,1
8392,athletic,positive,1
8462,atom,positive,1
8482,atone,positive,1
8492,atonement,positive,1
8552,attachment,positive,1
8592,attainable,positive,1
8602,attainment,positive,1
8632,attendant,positive,1
8642,attention,positive,1
8652,attentive,positive,1
8692,attest,positive,1
8742,attorney,positive,1
8752,attraction,positive,1
8762,attractiveness,positive,1
8942,augment,positive,1
8962,august,positive,1
8972,aunt,positive,1
8982,aura,positive,1
9012,auspicious,positive,1
9042,authentic,positive,1
9072,authenticity,positive,1
9082,author,positive,1
9092,authoritative,positive,1
9102,authority,positive,1
9112,authorization,positive,1
9132,authorized,positive,1
9282,avatar,positive,1
9472,award,positive,1
9582,ay,positive,1
9592,aye,positive,1
9652,baby,positive,1
9672,baccalaureate,positive,1
9712,backbone,positive,1
10012,balance,positive,1
10022,balanced,positive,1
10082,ballad,positive,1
10102,ballet,positive,1
10122,ballot,positive,1
10142,balm,positive,1
10162,balsam,positive,1
10362,banquet,positive,1
10392,baptism,positive,1
10402,baptismal,positive,1
10482,bard,positive,1
10532,bargain,positive,1
10832,basketball,positive,1
10882,bastion,positive,1
10932,bath,positive,1
11182,beam,positive,1
11192,beaming,positive,1
11322,beautification,positive,1
11332,beautiful,positive,1
11342,beautify,positive,1
11352,beauty,positive,1
11402,bedrock,positive,1
11462,beer,positive,1
11502,befitting,positive,1
11512,befriend,positive,1
11702,believing,positive,1
11852,benefactor,positive,1
11862,beneficial,positive,1
11882,benefit,positive,1
11892,benevolence,positive,1
11902,benign,positive,1
12012,berth,positive,1
12092,betrothed,positive,1
12102,betterment,positive,1
12142,beverage,positive,1
12222,biblical,positive,1
12412,bilingual,positive,1
12662,birth,positive,1
12672,birthday,positive,1
12922,blameless,positive,1
13092,bless,positive,1
13102,blessed,positive,1
13112,blessing,positive,1
13122,blessings,positive,1
13222,bliss,positive,1
13232,blissful,positive,1
13342,bloodless,positive,1
13382,bloom,positive,1
13392,blossom,positive,1
13622,boast,positive,1
13712,bodyguard,positive,1
13782,boisterous,positive,1
13792,bold,positive,1
13802,boldness,positive,1
13812,bolster,positive,1
13892,bonanza,positive,1
13972,bonne,positive,1
13992,bonus,positive,1
14072,bookish,positive,1
14132,bookshop,positive,1
14152,bookworm,positive,1
14182,boon,positive,1
14532,bountiful,positive,1
14542,bounty,positive,1
14552,bouquet,positive,1
14832,brains,positive,1
14932,bravery,positive,1
15042,breakfast,positive,1
15232,bridal,positive,1
15242,bride,positive,1
15252,bridegroom,positive,1
15262,bridesmaid,positive,1
15322,brighten,positive,1
15332,brightness,positive,1
15342,brilliant,positive,1
15462,brocade,positive,1
15612,brother,positive,1
15622,brotherhood,positive,1
15632,brotherly,positive,1
15752,buck,positive,1
15802,buddy,positive,1
15902,build,positive,1
15922,building,positive,1
16012,bulldog,positive,1
16052,bulletproof,positive,1
16192,buoy,positive,1
16502,buss,positive,1
16582,butler,positive,1
16622,buttery,positive,1
16662,buxom,positive,1
16702,buzz,positive,1
16782,cab,positive,1
16822,cabinet,positive,1
16922,cafe,positive,1
17022,calculator,positive,1
17062,calf,positive,1
17162,calm,positive,1
17352,canary,positive,1
17402,candid,positive,1
17422,candidate,positive,1
17432,candied,positive,1
17772,capitalist,positive,1
17862,captain,positive,1
17882,captivate,positive,1
17892,captivating,positive,1
18072,career,positive,1
18082,careful,positive,1
18092,carefully,positive,1
18112,caress,positive,1
18132,caretaker,positive,1
18222,carol,positive,1
18422,cascade,positive,1
18452,cash,positive,1
18732,categorical,positive,1
18752,cater,positive,1
18792,cathartic,positive,1
18802,cathedral,positive,1
18952,cautious,positive,1
18962,cautiously,positive,1
19092,celebrated,positive,1
19102,celebrating,positive,1
19112,celebration,positive,1
19122,celebrity,positive,1
19132,celestial,positive,1
19282,center,positive,1
19372,centurion,positive,1
19422,cerebral,positive,1
19442,ceremony,positive,1
19452,certainty,positive,1
19552,chairman,positive,1
19572,chairwoman,positive,1
19672,champion,positive,1
19782,chant,positive,1
19952,charger,positive,1
19972,charitable,positive,1
19982,charity,positive,1
19992,charm,positive,1
20002,charmed,positive,1
20022,charming,positive,1
20092,chastity,positive,1
20132,chattering,positive,1
20222,checklist,positive,1
20262,cheer,positive,1
20272,cheerful,positive,1
20282,cheerfulness,positive,1
20292,cheering,positive,1
20302,cheery,positive,1
20342,chemist,positive,1
20372,cherish,positive,1
20382,cherry,positive,1
20492,chieftain,positive,1
20502,child,positive,1
20522,childhood,positive,1
20652,chirp,positive,1
20662,chisel,positive,1
20682,chivalry,positive,1
20702,chocolate,positive,1
