89,abduction,fear,1
129,abhor,fear,1
139,abhorrent,fear,1
249,abominable,fear,1
259,abomination,fear,1
289,abortion,fear,1
389,absence,fear,1
589,abuse,fear,1
629,abyss,fear,1
779,accident,fear,1
789,accidental,fear,1
1079,accursed,fear,1
1109,accused,fear,1
1119,accuser,fear,1
1129,accusing,fear,1
1389,acrobat,fear,1
1609,adder,fear,1
1859,adjudicate,fear,1
2089,admonition,fear,1
2209,adrift,fear,1
2249,advance,fear,1
2359,adverse,fear,1
2369,adversity,fear,1
2739,afflict,fear,1
2759,affliction,fear,1
2799,affront,fear,1
2849,afraid,fear,1
2879,aftermath,fear,1
2919,aga,fear,1
3039,aggression,fear,1
3049,aggressive,fear,1
3059,aggressor,fear,1
3069,aghast,fear,1
3139,agonizing,fear,1
3149,agony,fear,1
3289,ailing,fear,1
3469,alarm,fear,1
3479,alarming,fear,1
3529,alcoholism,fear,1
3559,alertness,fear,1
3569,alerts,fear,1
3629,alien,fear,1
3659,alienation,fear,1
4399,ambulance,fear,1
4409,ambush,fear,1
4779,anaconda,fear,1
4909,anarchism,fear,1
4919,anarchist,fear,1
4929,anarchy,fear,1
4949,anathema,fear,1
5109,angina,fear,1
5159,anguish,fear,1
5229,animosity,fear,1
5299,annihilate,fear,1
5309,annihilated,fear,1
5319,annihilation,fear,1
5469,anomaly,fear,1
5639,anthrax,fear,1
5679,antichrist,fear,1
5799,antisocial,fear,1
5859,anxiety,fear,1
5869,anxious,fear,1
5899,apache,fear,1
6099,appalling,fear,1
6139,apparition,fear,1
6209,appendicitis,fear,1
6419,apprehend,fear,1
6429,apprehension,fear,1
6439,apprehensive,fear,1
7109,armament,fear,1
7119,armaments,fear,1
7139,armed,fear,1
7149,armor,fear,1
7159,armored,fear,1
7229,arraignment,fear,1
7359,arsenic,fear,1
7369,arson,fear,1
7479,artillery,fear,1
7649,asp,fear,1
7739,assail,fear,1
7749,assailant,fear,1
7759,assassin,fear,1
7769,assassinate,fear,1
7779,assassination,fear,1
7789,assault,fear,1
8199,astray,fear,1
8289,asylum,fear,1
8369,atherosclerosis,fear,1
8519,atrocity,fear,1
8529,atrophy,fear,1
8559,attack,fear,1
8569,attacking,fear,1
8739,attorney,fear,1
8899,auditor,fear,1
9019,austere,fear,1
9219,autopsy,fear,1
9259,avalanche,fear,1
9329,averse,fear,1
9339,aversion,fear,1
9409,avoid,fear,1
9419,avoidance,fear,1
9429,avoiding,fear,1
9489,awful,fear,1
9819,bacteria,fear,1
9829,bacterium,fear,1
9839,bad,fear,1
9879,badness,fear,1
9949,bailiff,fear,1
9959,bait,fear,1
10049,bale,fear,1
10239,bane,fear,1
10249,bang,fear,1
10259,banger,fear,1
10269,banish,fear,1
10279,banished,fear,1
10329,bankrupt,fear,1
10339,bankruptcy,fear,1
10369,banshee,fear,1
10429,barbarian,fear,1
10439,barbaric,fear,1
10659,barricade,fear,1
10989,batter,fear,1
10999,battered,fear,1
11029,battled,fear,1
11039,battlefield,fear,1
11069,bayonet,fear,1
11199,bear,fear,1
11259,bearish,fear,1
11269,beast,fear,1
11279,beastly,fear,1
11299,beating,fear,1
11429,bee,fear,1
11599,behemoth,fear,1
11709,belittle,fear,1
11729,belligerent,fear,1
11779,belt,fear,1
12039,bestial,fear,1
12159,beware,fear,1
12169,bewildered,fear,1
12179,bewilderment,fear,1
12309,bier,fear,1
12339,bigot,fear,1
12349,bigoted,fear,1
12609,biopsy,fear,1
12639,birch,fear,1
12659,birth,fear,1
12749,bitch,fear,1
12859,blackmail,fear,1
12869,blackness,fear,1
12979,blast,fear,1
13049,bleeding,fear,1
13059,blemish,fear,1
13129,blight,fear,1
13169,blindfold,fear,1
13279,blob,fear,1
13299,blockade,fear,1
13349,bloodshed,fear,1
13359,bloodthirsty,fear,1
13369,bloody,fear,1
13469,blues,fear,1
13839,bomb,fear,1
13849,bombard,fear,1
13859,bombardment,fear,1
13879,bomber,fear,1
13909,bondage,fear,1
14459,bottomless,fear,1
14939,brawl,fear,1
15309,brigade,fear,1
15369,brimstone,fear,1
15489,broke,fear,1
15499,broken,fear,1
15699,brutal,fear,1
15709,brutality,fear,1
15719,brute,fear,1
15749,buck,fear,1
